date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,ozone,temperature_2m_mean,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,cough,asthma,pm25_score,multi_pollutant_score,weather_score,health_proxy_score,health_risk_score,risk_children,risk_elderly,risk_asthma,risk_healthy,risk_level
2022-12-12,62.05416666666667,88.675,1562.125,36.520833333333336,83.625,12.2,0.0,9.2,67,45.0,11.0,71.85635964912281,66.59,55.79,31.4,61.26,76.58,60.45,54.96,61.26,Very High
2022-12-13,45.0875,64.47916666666667,818.0833333333334,11.270833333333334,86.79166666666667,11.5,0.0,10.3,75,45.0,11.0,60.0875,35.75,58.5,31.4,49.38,61.72,49.3,51.91,49.38,High
2022-12-14,0.5833333333333334,0.8416666666666667,59.25,0.0,27.291666666666668,11.4,0.0,8.7,78,45.0,11.0,0.7777777777777778,5.44,62.32,31.4,18.85,23.56,21.92,21.99,18.85,Low
2022-12-15,0.6625,0.9208333333333334,61.125,0.0,31.70833333333333,11.2,0.0,7.9,83,45.0,11.0,0.8833333333333333,6.2,65.93,31.4,19.8,24.75,23.05,23.49,19.8,Low
2022-12-16,48.13333333333333,68.82916666666667,846.0416666666666,19.2125,88.625,12.7,0.0,6.2,79,45.0,11.0,63.13333333333333,42.83,64.77,31.4,53.62,67.02,53.71,54.53,53.62,High
2022-12-17,62.65416666666667,89.54583333333333,1453.2083333333333,37.67916666666667,78.20833333333333,12.6,0.3,6.9,79,45.0,11.0,72.01425438596492,64.98,63.85,31.4,62.53,78.16,62.12,55.72,62.53,Very High
2022-12-18,51.7,73.89583333333333,1655.0833333333333,46.45416666666667,60.54166666666666,13.6,0.0,7.0,68,51.0,12.0,66.7,72.08,57.65,35.4,61.54,76.92,61.09,50.28,61.54,Very High
2022-12-19,45.083333333333336,64.5125,1433.25,41.5875,57.583333333333336,13.2,0.0,9.7,67,51.0,12.0,60.083333333333336,64.37,53.71,35.4,56.18,70.22,55.86,46.68,56.18,High
2022-12-20,45.19166666666666,64.62083333333334,1378.75,35.99583333333333,72.375,12.6,0.0,8.0,69,51.0,12.0,60.19166666666666,61.54,57.91,35.4,56.35,70.44,56.24,50.02,56.35,High
2022-12-21,52.4625,74.97083333333333,1197.125,24.229166666666668,92.08333333333331,11.2,0.0,9.8,78,51.0,12.0,67.4625,52.69,60.94,35.4,57.66,72.07,57.33,56.46,57.66,High
2022-12-22,45.083333333333336,64.4375,1260.8333333333333,28.008333333333336,82.5,11.3,0.0,10.5,70,51.0,12.0,60.083333333333336,55.07,56.33,35.4,54.38,67.98,54.19,51.36,54.38,High
2022-12-23,46.49583333333334,66.54583333333333,1335.7083333333333,30.8375,78.33333333333333,11.2,0.0,9.4,64,51.0,12.0,61.49583333333334,57.76,55.54,35.4,55.46,69.32,55.16,51.0,55.46,High
2022-12-24,54.4375,77.93333333333334,1443.7916666666667,31.4375,80.25,11.3,0.0,7.8,62,51.0,12.0,69.4375,60.18,56.95,35.4,59.52,74.4,58.9,54.38,59.52,High
2022-12-25,46.975,67.34583333333333,1526.7916666666667,38.43333333333333,70.625,12.3,0.0,8.5,52,52.0,13.0,61.975,65.42,50.28,36.4,56.66,70.82,56.08,48.98,56.66,High
2022-12-26,49.82916666666667,71.54166666666667,1344.8333333333333,33.5,75.83333333333333,10.8,0.0,11.7,59,52.0,13.0,64.82916666666668,59.61,50.48,36.4,56.39,70.49,55.67,50.89,56.39,High
2022-12-27,45.97083333333333,65.92916666666666,1486.25,36.88333333333333,71.75,11.0,0.0,11.6,48,52.0,13.0,60.97083333333333,63.76,45.65,36.4,54.92,68.65,54.15,47.89,54.92,High
2022-12-28,67.19583333333334,96.20416666666668,1322.5,31.166666666666668,72.33333333333333,9.2,0.0,7.2,69,52.0,13.0,73.20942982456141,56.83,63.65,36.4,61.68,77.1,61.2,55.87,61.68,Very High
2022-12-29,78.72083333333333,112.6625,1172.75,24.29583333333333,91.83333333333331,8.8,0.0,9.0,83,52.0,13.0,76.2423245614035,52.33,67.48,36.4,62.54,78.18,62.1,60.95,62.54,Very High
2022-12-30,85.07916666666667,121.95833333333331,1588.0833333333333,38.454166666666666,68.91666666666667,9.4,0.0,7.8,81,52.0,13.0,77.9155701754386,66.07,67.62,36.4,66.67,83.34,66.15,57.74,66.67,Very High
2022-12-31,80.73333333333333,116.25833333333333,1290.1666666666667,31.84166666666667,83.83333333333333,9.7,0.2,8.6,75,52.0,13.0,76.7719298245614,58.8,63.45,36.4,63.56,79.45,62.89,58.99,63.56,Very High
2023-01-01,77.34583333333333,112.0,1359.625,28.53333333333333,88.08333333333333,10.1,0.0,10.8,72,100.0,22.0,75.88048245614036,57.9,58.33,68.8,66.81,83.51,65.94,63.22,66.81,Very High
2023-01-02,77.33333333333333,112.54166666666669,1437.9583333333333,31.9125,83.875,9.4,0.0,9.7,74,100.0,22.0,75.87719298245614,61.08,61.77,68.8,68.29,85.36,67.59,63.21,68.29,Very High
2023-01-03,73.01666666666667,105.78333333333336,1375.7083333333333,31.433333333333334,85.20833333333333,8.5,0.0,10.4,72,100.0,22.0,74.74122807017544,59.98,61.07,68.8,67.43,84.29,66.74,62.89,67.43,Very High
2023-01-04,63.07083333333333,90.75,1466.0,33.25416666666667,80.91666666666667,8.3,0.0,9.2,67,100.0,22.0,72.12390350877193,62.08,60.99,68.8,66.89,83.61,66.33,61.25,66.89,Very High
2023-01-05,48.81666666666666,69.97916666666667,1690.7916666666667,39.425,72.66666666666667,9.6,0.0,5.6,55,100.0,22.0,63.81666666666666,69.01,59.51,68.8,65.0,81.25,64.79,56.67,65.0,Very High
2023-01-06,39.93333333333333,57.15833333333333,1510.8333333333333,35.333333333333336,77.41666666666667,10.4,0.0,10.7,52,100.0,22.0,54.93333333333333,63.83,49.51,68.8,58.15,72.69,57.88,52.35,58.15,High
2023-01-07,34.31666666666667,49.10416666666666,1375.5833333333333,33.358333333333334,77.95833333333333,12.0,0.0,10.7,34,100.0,22.0,48.97500000000001,60.31,39.66,68.8,52.92,66.15,52.45,48.39,52.92,High
2023-01-08,38.59166666666667,55.19583333333333,1636.5416666666667,44.84166666666667,70.875,11.5,0.0,6.9,37,97.0,19.0,53.59166666666667,72.23,47.32,65.8,58.83,73.54,58.51,49.9,58.83,High
2023-01-09,39.90833333333333,57.06666666666666,1763.875,46.2625,77.25,12.3,0.0,7.4,37,97.0,19.0,54.90833333333333,76.34,45.5,65.8,60.02,75.03,59.55,51.06,60.02,Very High
2023-01-10,44.725,63.95,1744.75,41.25416666666667,77.5,11.5,0.0,8.1,46,97.0,19.0,59.725,72.09,49.37,65.8,61.66,77.07,61.14,53.56,61.66,Very High
2023-01-11,45.35,64.85416666666667,1655.9583333333333,39.0375,89.45833333333333,11.0,0.0,8.7,56,97.0,19.0,60.35,70.98,53.43,65.8,62.44,78.05,62.1,56.59,62.44,Very High
2023-01-12,50.32083333333333,72.07083333333334,1530.2083333333333,34.69583333333333,82.375,11.0,0.0,7.8,56,97.0,19.0,65.32083333333333,64.44,54.78,65.8,63.06,78.82,62.54,57.42,63.06,Very High
2023-01-13,47.708333333333336,68.25416666666666,1548.0833333333333,30.616666666666664,91.625,12.6,0.0,12.8,47,97.0,19.0,62.708333333333336,62.99,41.29,65.8,58.96,73.7,57.89,55.35,58.96,High
2023-01-14,37.4125,53.97083333333333,1203.1666666666667,23.55,90.125,11.8,0.0,13.8,53,97.0,19.0,52.4125,51.91,43.42,65.8,52.5,65.62,52.05,51.92,52.5,High
2023-01-15,51.8125,74.39999999999999,1423.4166666666667,27.195833333333336,80.54166666666667,10.2,0.0,12.2,70,74.0,17.0,66.8125,56.53,55.24,51.2,59.59,74.49,59.01,55.54,59.59,High
2023-01-16,63.2,90.425,1193.2083333333333,24.84583333333333,82.83333333333333,8.0,0.0,11.0,81,74.0,17.0,72.15789473684211,51.58,64.69,51.2,62.38,77.98,62.0,59.68,62.38,Very High
2023-01-17,72.33333333333333,103.425,1380.7916666666667,25.604166666666668,89.125,7.6,0.0,11.5,79,74.0,17.0,74.56140350877193,56.05,63.62,51.2,64.24,80.3,63.69,61.35,64.24,Very High
2023-01-18,77.85416666666667,111.45,1458.625,29.95,84.875,7.9,0.0,10.9,71,74.0,17.0,76.01425438596492,59.99,60.69,51.2,65.22,81.53,64.45,60.57,65.22,Very High
2023-01-19,81.07916666666667,116.1,1427.875,29.125,83.45833333333333,7.6,0.0,12.0,73,74.0,17.0,76.86293859649123,58.63,60.3,51.2,65.14,81.42,64.31,60.55,65.14,Very High
2023-01-20,72.60416666666667,103.86666666666667,1937.0416666666667,40.3625,86.41666666666667,10.0,0.0,12.4,68,74.0,17.0,74.6326754385965,75.75,54.35,51.2,67.34,84.18,66.33,59.07,67.34,Very High
2023-01-21,44.825,64.33749999999999,1455.9166666666667,28.554166666666664,87.16666666666667,13.1,0.0,14.0,49,74.0,17.0,59.825,59.21,39.68,51.2,54.35,67.94,53.34,51.08,54.35,High
2023-01-22,39.125,56.02916666666667,1269.625,28.0875,82.70833333333333,12.4,0.0,13.5,45,76.0,15.0,54.125,55.3,39.65,51.6,51.14,63.92,50.42,48.4,51.14,High
2023-01-23,35.90833333333333,51.41666666666666,1082.875,24.95833333333333,83.04166666666667,12.4,0.0,13.9,49,76.0,15.0,50.90833333333333,50.05,40.76,51.6,48.77,60.96,48.26,47.55,48.77,High
2023-01-24,42.6375,61.0125,1135.8333333333333,27.141666666666666,83.83333333333333,12.1,0.0,14.6,57,76.0,15.0,57.6375,52.72,43.54,51.6,52.68,65.85,51.98,50.59,52.68,High
2023-01-25,49.57083333333333,71.04583333333333,1022.9166666666666,23.59166666666667,91.41666666666669,14.2,0.0,13.5,57,76.0,15.0,64.57083333333333,49.45,42.39,51.6,54.41,68.01,53.3,54.05,54.41,High
2023-01-26,43.09583333333333,61.99166666666667,859.6666666666666,20.0875,91.33333333333331,14.4,0.0,12.4,57,76.0,15.0,58.09583333333333,44.19,43.77,51.6,50.78,63.48,50.06,52.05,50.78,High
2023-01-27,32.49583333333333,46.74166666666667,1054.2083333333333,25.004166666666663,78.625,14.6,0.0,14.2,40,76.0,15.0,46.24374999999999,48.92,33.52,51.6,45.17,56.46,44.54,43.73,45.17,High
2023-01-28,45.725,65.57916666666667,1315.3333333333333,32.579166666666666,77.08333333333333,12.3,0.0,10.9,47,76.0,15.0,60.725,58.64,44.54,51.6,55.6,69.5,54.79,50.75,55.6,High
2023-01-29,54.92083333333333,78.63333333333334,1226.7083333333333,27.079166666666666,96.625,12.4,0.0,8.4,62,79.0,19.0,69.92083333333332,56.17,54.58,55.0,61.18,76.47,60.41,59.74,61.18,Very High
2023-01-30,55.65,79.71666666666667,1313.7083333333333,28.25,101.16666666666669,13.2,0.0,11.0,64,79.0,19.0,70.17105263157895,59.17,50.47,55.0,61.2,76.5,60.22,59.76,61.2,Very High
2023-01-31,43.09166666666667,61.7875,1230.7916666666667,26.541666666666668,93.66666666666669,14.4,0.0,14.3,45,79.0,19.0,58.09166666666667,55.31,35.78,55.0,52.47,65.59,51.35,51.35,52.47,High
2023-02-01,42.30833333333333,60.99583333333334,1114.25,26.4125,85.79166666666667,13.4,0.0,12.5,59,79.0,19.0,57.30833333333333,52.14,45.81,55.0,53.37,66.71,52.8,51.77,53.37,High
2023-02-02,49.95,71.60833333333333,1346.7083333333333,33.1625,82.79166666666667,12.3,0.0,10.3,65,79.0,19.0,64.95,60.53,53.15,55.0,59.99,74.99,59.4,55.41,59.99,High
2023-02-03,46.49583333333334,66.55,1214.125,28.204166666666666,90.95833333333331,12.7,0.0,8.0,72,79.0,19.0,61.49583333333334,55.93,59.07,55.0,58.64,73.3,58.52,56.75,58.64,High
2023-02-04,51.03333333333333,73.06666666666666,1137.0,24.616666666666664,105.625,13.3,0.1,10.7,71,79.0,19.0,66.03333333333333,54.35,53.79,55.0,59.01,73.76,58.4,59.72,59.01,High
2023-02-05,52.90833333333333,75.74583333333334,1034.0833333333333,17.5125,117.375,13.4,0.0,6.7,72,90.0,15.0,67.90833333333333,49.08,60.08,60.0,60.45,75.56,60.06,64.35,60.45,Very High
2023-02-06,63.075,90.39583333333331,931.2083333333334,10.754166666666668,137.79166666666666,12.7,0.0,11.6,74,90.0,15.0,72.125,45.54,54.52,60.0,60.14,75.18,59.26,68.11,60.14,Very High
2023-02-07,49.28333333333333,70.72916666666667,680.125,9.666666666666666,131.29166666666666,12.4,0.1,14.1,72,90.0,15.0,64.28333333333333,39.82,50.32,60.0,54.73,68.41,54.03,63.45,54.73,High
2023-02-08,45.825,66.34583333333333,729.4583333333334,14.15,106.33333333333331,12.4,0.0,12.3,71,90.0,15.0,60.825,39.98,52.59,60.0,53.84,67.3,53.43,58.53,53.84,High
2023-02-09,48.40416666666667,69.925,755.9166666666666,16.429166666666667,99.95833333333331,12.0,0.1,10.1,75,90.0,15.0,63.40416666666667,41.14,58.14,60.0,56.27,70.34,56.01,59.48,56.27,High
2023-02-10,44.30416666666667,63.70416666666667,895.0416666666666,18.58333333333333,100.625,12.3,0.0,12.8,75,90.0,15.0,59.30416666666667,45.06,53.69,60.0,54.72,68.4,54.44,57.27,54.72,High
2023-02-11,36.325,53.66666666666666,786.7083333333334,17.333333333333332,99.33333333333331,14.5,0.0,15.5,58,90.0,15.0,51.325,42.22,39.42,60.0,47.97,59.96,47.37,51.4,47.97,High
2023-02-12,31.54583333333333,46.3,591.375,12.454166666666666,99.25,12.6,0.0,14.2,67,86.0,21.0,44.818749999999994,35.38,47.76,60.0,45.32,56.65,45.47,50.78,45.32,High
2023-02-13,38.675,55.89166666666667,558.8333333333334,11.266666666666666,100.5,12.3,0.0,7.3,62,86.0,21.0,53.675,34.15,56.36,60.0,50.28,62.85,50.41,55.81,50.28,High
2023-02-14,39.454166666666666,56.5875,519.5833333333334,9.320833333333333,107.41666666666669,11.7,0.0,11.1,70,86.0,21.0,54.454166666666666,33.15,54.89,60.0,50.05,62.56,50.07,56.94,50.05,High
2023-02-15,43.2125,61.75416666666667,573.0416666666666,8.416666666666666,112.33333333333331,13.3,0.0,12.7,68,86.0,21.0,58.2125,34.05,49.5,60.0,50.7,63.38,50.26,58.0,50.7,High
2023-02-16,41.270833333333336,59.01666666666667,528.0,5.979166666666667,117.33333333333331,15.2,0.0,10.5,59,86.0,21.0,56.270833333333336,32.26,46.41,60.0,48.86,61.08,48.36,57.53,48.86,High
2023-02-17,43.17916666666667,61.69166666666666,513.5416666666666,5.55,119.08333333333331,16.4,0.0,10.3,55,86.0,21.0,58.17916666666667,31.99,43.4,60.0,48.95,61.19,48.21,57.89,48.95,High
2023-02-18,39.92083333333333,57.0875,547.5,9.754166666666666,114.70833333333331,16.2,0.0,11.8,55,86.0,21.0,54.92083333333333,35.13,41.41,60.0,48.03,60.04,47.36,55.62,48.03,High
2023-02-19,43.87083333333334,62.675,725.9583333333334,13.379166666666668,114.625,16.7,0.0,13.0,56,89.0,23.0,58.87083333333334,40.7,39.38,62.6,50.99,63.74,50.01,56.97,50.99,High
2023-02-20,43.75,62.520833333333336,766.0833333333334,12.420833333333334,127.33333333333331,15.6,0.0,10.4,68,89.0,23.0,58.75,42.65,49.89,62.6,53.53,66.91,53.09,61.15,53.53,High
2023-02-21,45.1125,64.64166666666667,814.5833333333334,14.55,126.54166666666669,15.5,0.0,14.3,72,89.0,23.0,60.1125,44.95,45.88,62.6,53.85,67.31,53.14,60.7,53.85,High
2023-02-22,38.93333333333333,56.19583333333333,802.75,17.691666666666666,109.54166666666669,15.4,1.1,12.1,66,89.0,23.0,53.93333333333333,44.45,46.75,62.6,51.43,64.29,51.07,55.87,51.43,High
2023-02-23,34.0875,49.145833333333336,696.7083333333334,19.125,99.16666666666669,16.1,0.0,16.2,62,89.0,23.0,48.631249999999994,42.28,37.95,62.6,47.0,58.75,46.47,50.53,47.0,High
2023-02-24,37.204166666666666,53.34166666666667,739.125,19.758333333333333,97.41666666666669,15.1,0.0,10.8,68,89.0,23.0,52.204166666666666,43.13,49.95,62.6,51.04,63.8,50.93,53.89,51.04,High
2023-02-25,45.025,64.55,713.2083333333334,18.04583333333333,107.66666666666669,13.5,0.6,8.6,80,89.0,23.0,60.025,43.08,60.53,62.6,56.28,70.35,56.3,60.45,56.28,High
2023-02-26,54.8625,78.66250000000001,665.5416666666666,15.0625,122.75,11.6,3.0,11.8,86,90.0,20.0,69.8625,42.49,60.83,62.0,60.03,75.04,59.58,66.38,60.03,Very High
2023-02-27,45.68333333333334,65.38333333333334,667.625,17.25,104.70833333333331,12.5,5.6,10.8,80,90.0,20.0,60.68333333333334,41.27,58.56,62.0,55.6,69.5,55.5,59.7,55.6,High
2023-02-28,44.17916666666667,63.51666666666667,630.0833333333334,16.4875,106.83333333333331,14.0,0.1,10.5,73,90.0,20.0,59.17916666666667,40.45,54.01,62.0,53.89,67.36,53.63,58.62,53.89,High
2023-03-01,44.9,64.5,663.7916666666666,18.40833333333333,92.83333333333331,15.1,0.2,11.7,67,90.0,20.0,59.9,40.16,48.17,62.0,52.93,66.16,52.35,55.37,52.93,High
2023-03-02,43.94583333333333,63.36666666666667,729.7083333333334,21.78333333333333,93.08333333333331,14.4,1.1,11.2,71,90.0,20.0,58.94583333333333,43.89,51.57,62.0,54.16,67.7,53.8,55.76,54.16,High
2023-03-03,44.1125,63.425,648.3333333333334,16.858333333333334,103.33333333333331,15.5,0.2,8.0,72,90.0,20.0,59.1125,40.43,55.33,62.0,54.12,67.65,53.93,58.28,54.12,High
2023-03-04,52.075,74.84583333333333,799.7916666666666,21.42083333333333,99.29166666666669,15.0,0.5,11.2,79,90.0,20.0,67.075,45.68,54.2,62.0,58.39,72.99,57.75,60.16,58.39,High
2023-03-05,43.775,62.90416666666667,596.4166666666666,14.470833333333331,98.5,15.8,0.4,13.4,72,85.0,17.0,58.775,36.94,46.83,57.8,50.78,63.48,50.18,55.02,50.78,High
2023-03-06,27.979166666666668,40.29166666666666,450.875,10.758333333333333,97.33333333333331,16.6,0.0,12.9,62,85.0,17.0,39.46875,31.59,42.23,57.8,40.8,51.0,40.94,47.15,40.8,High
2023-03-07,27.27916666666667,39.145833333333336,432.625,10.891666666666666,99.0,16.4,0.0,9.1,59,85.0,17.0,38.41875,31.7,46.91,57.8,41.34,51.68,41.77,48.0,41.34,High
2023-03-08,39.18333333333333,56.15833333333333,495.5833333333333,11.570833333333333,104.0,13.6,1.6,8.9,70,85.0,17.0,54.18333333333333,34.02,55.66,57.8,49.98,62.47,50.05,56.1,49.98,High
2023-03-09,34.925000000000004,50.0375,538.375,12.75,101.58333333333331,13.8,3.8,10.0,74,85.0,17.0,49.8875,35.21,55.46,57.8,48.52,60.65,48.8,54.15,48.52,High
2023-03-10,31.79583333333333,45.60416666666666,620.4583333333334,21.554166666666664,88.20833333333333,16.0,0.0,7.1,58,85.0,17.0,45.193749999999994,41.25,50.02,57.8,47.06,58.82,47.31,49.19,47.06,High
2023-03-11,37.24583333333333,53.40833333333333,648.6666666666666,20.216666666666665,98.5,16.0,1.8,10.2,58,85.0,17.0,52.24583333333333,42.32,45.37,57.8,49.22,61.52,48.88,52.45,49.22,High
2023-03-12,44.2,63.30416666666667,406.5,5.295833333333333,122.75,16.8,0.0,8.7,57,64.0,20.0,59.2,30.79,46.12,46.4,47.56,59.45,46.91,57.36,47.56,High
2023-03-13,51.9125,74.35416666666667,458.75,5.683333333333334,124.125,15.7,2.8,12.7,72,64.0,20.0,66.9125,32.12,48.02,46.4,51.36,64.2,50.41,60.67,51.36,High
2023-03-14,47.54583333333333,68.21666666666667,428.5416666666667,4.9625,114.08333333333331,14.7,6.1,8.2,77,64.0,20.0,62.54583333333333,29.41,58.24,46.4,50.98,63.72,50.76,59.51,50.98,High
2023-03-15,31.3,45.325,330.0416666666667,5.0875,105.41666666666669,14.9,2.8,11.1,68,64.0,20.0,44.45,26.59,49.77,46.4,41.34,51.68,41.61,50.04,41.34,High
2023-03-16,31.83333333333333,45.775,431.9583333333333,12.704166666666666,95.45833333333331,15.6,0.0,11.6,65,64.0,20.0,45.24999999999999,32.55,46.8,46.4,42.56,53.2,42.64,48.07,42.56,High
2023-03-17,46.2875,66.53750000000001,550.0,14.6375,105.875,15.3,4.0,10.7,74,64.0,20.0,61.2875,37.61,52.41,46.4,51.36,64.2,50.92,56.54,51.36,High
2023-03-18,47.85833333333333,68.68333333333334,573.7916666666666,15.2,106.41666666666669,14.4,3.2,14.5,79,64.0,20.0,62.85833333333333,38.5,50.05,46.4,51.74,64.68,51.1,56.71,51.74,High
2023-03-19,38.63333333333333,55.47083333333333,472.7916666666667,8.454166666666667,119.25,14.1,12.5,8.3,82,73.0,26.0,53.63333333333333,33.73,61.04,54.2,50.22,62.78,50.59,58.98,50.22,High
2023-03-20,25.329166666666666,36.25,523.0833333333334,9.620833333333334,117.5,13.5,10.9,11.2,86,73.0,26.0,35.49375,35.13,59.2,54.2,42.95,53.69,44.14,51.98,42.95,High
2023-03-21,19.808333333333334,28.2875,586.2916666666666,15.6625,97.875,13.2,17.4,9.4,81,73.0,26.0,27.2125,37.64,60.16,54.2,40.46,50.58,42.1,46.0,40.46,High
2023-03-22,19.766666666666666,28.3375,550.25,15.2625,95.41666666666669,13.5,0.2,11.5,78,73.0,26.0,27.15,36.37,55.32,54.2,39.15,48.94,40.56,44.6,39.15,Moderate
2023-03-23,21.008333333333333,30.120833333333334,550.375,17.483333333333334,84.79166666666667,14.5,0.2,10.0,75,73.0,26.0,29.0125,36.37,54.95,54.2,39.82,49.78,41.11,43.41,39.82,Moderate
2023-03-24,25.77916666666667,36.97083333333333,564.5416666666666,18.183333333333334,90.83333333333331,14.6,0.5,12.0,79,73.0,26.0,36.16875,38.15,53.53,54.2,42.84,53.55,43.71,46.63,42.84,High
2023-03-25,22.383333333333336,32.5,450.75,14.133333333333333,95.20833333333331,15.6,0.0,15.3,73,73.0,26.0,31.075000000000003,33.94,44.68,54.2,37.98,47.47,38.66,43.81,37.98,Moderate
2023-03-26,19.0125,28.133333333333336,362.0833333333333,11.6625,93.75,17.2,0.0,12.7,54,73.0,17.0,26.018749999999997,30.39,38.3,50.6,33.25,41.56,33.87,39.98,33.25,Moderate
2023-03-27,24.916666666666668,36.475,355.2083333333333,9.391666666666667,97.04166666666669,17.5,0.6,10.0,51,73.0,17.0,34.875,29.02,40.67,50.6,36.93,46.16,37.22,44.1,36.93,Moderate
2023-03-28,24.975,36.329166666666666,278.1666666666667,4.7,112.5,15.8,0.1,8.7,59,73.0,17.0,34.962500000000006,26.68,48.31,50.6,37.91,47.39,38.57,48.24,37.91,Moderate
2023-03-29,27.191666666666663,39.04583333333333,277.7083333333333,4.229166666666667,120.33333333333331,16.0,0.3,9.5,59,73.0,17.0,38.287499999999994,27.6,46.85,50.6,39.17,48.96,39.6,50.42,39.17,Moderate
2023-03-30,31.754166666666663,45.4875,300.2083333333333,4.075,128.0,16.8,0.0,11.5,57,73.0,17.0,45.131249999999994,29.1,41.92,50.6,41.3,51.62,41.14,53.1,41.3,High
2023-03-31,42.54166666666666,61.00416666666666,469.4166666666667,8.191666666666666,119.16666666666669,15.1,3.5,9.7,77,73.0,17.0,57.54166666666666,33.46,55.46,50.6,50.06,62.58,49.96,58.68,50.06,High
2023-04-01,29.025,42.325,350.2916666666667,7.4875,112.66666666666669,13.6,6.7,10.3,84,73.0,17.0,41.037499999999994,30.02,59.56,50.6,43.42,54.28,44.35,52.64,43.42,High
2023-04-02,22.675,32.61666666666667,431.0416666666667,14.608333333333334,99.41666666666669,12.9,8.4,13.1,86,64.0,15.0,31.512500000000003,34.72,57.15,44.4,39.38,49.22,40.66,45.69,39.38,Moderate
2023-04-03,20.1,28.79583333333333,459.2083333333333,14.85,94.75,14.6,0.8,11.4,80,64.0,15.0,27.650000000000002,34.56,54.86,44.4,37.33,46.66,38.69,43.1,37.33,Moderate
2023-04-04,18.320833333333333,26.975,435.125,15.4625,96.04166666666669,15.8,1.1,15.9,75,64.0,15.0,24.98125,34.9,44.37,44.4,34.25,42.81,35.22,40.28,34.25,Moderate
2023-04-05,17.079166666666666,25.975,413.7916666666667,15.191666666666668,97.20833333333331,16.6,0.0,12.2,65,64.0,15.0,23.11875,34.56,44.57,44.4,33.46,41.82,34.53,39.87,33.46,Moderate
2023-04-06,16.508333333333333,24.004166666666663,406.3333333333333,14.3625,100.125,17.8,0.0,12.8,56,64.0,15.0,22.2625,34.27,38.21,44.4,31.77,39.71,32.57,38.78,31.77,Moderate
2023-04-07,20.291666666666668,29.17083333333333,385.75,12.341666666666669,103.54166666666669,18.0,0.0,12.2,56,64.0,15.0,27.9375,32.92,38.84,44.4,33.83,42.29,34.38,41.46,33.83,Moderate
2023-04-08,27.320833333333336,39.2125,367.125,9.675,103.54166666666669,18.2,0.0,12.4,59,64.0,15.0,38.48125,30.5,39.56,44.4,37.59,46.99,37.64,45.3,37.59,Moderate
2023-04-09,23.8875,34.38333333333333,312.7916666666667,7.645833333333333,114.45833333333331,19.8,0.0,16.3,47,62.0,15.0,33.33125,29.88,26.44,43.2,32.57,40.71,32.23,42.51,32.57,Moderate
2023-04-10,21.8625,31.525,293.7916666666667,5.904166666666666,119.33333333333331,20.1,0.1,13.0,41,62.0,15.0,30.293750000000003,29.02,28.41,43.2,31.53,39.41,31.44,42.65,31.53,Moderate
2023-04-11,28.883333333333336,41.41666666666666,294.0416666666667,4.5375000000000005,128.33333333333334,20.2,0.0,11.2,45,62.0,15.0,40.825,29.43,32.7,43.2,36.71,45.89,36.3,48.7,36.71,Moderate
2023-04-12,31.229166666666668,44.72916666666666,306.8333333333333,4.433333333333334,132.33333333333334,20.0,0.0,12.7,51,62.0,15.0,44.34375,30.2,33.28,43.2,38.42,48.03,37.87,50.71,38.42,Moderate
2023-04-13,31.2625,44.84583333333333,302.3333333333333,4.458333333333333,132.625,20.9,0.0,14.8,52,62.0,15.0,44.39375,30.21,29.36,43.2,37.66,47.08,36.91,49.99,37.66,Moderate
2023-04-14,34.9125,50.075,327.3333333333333,4.770833333333333,133.83333333333334,21.7,0.0,13.7,50,62.0,15.0,49.868750000000006,31.03,29.09,43.2,40.0,50.0,38.96,52.06,40.0,High
2023-04-15,37.391666666666666,53.50833333333333,366.9583333333333,5.025,133.375,22.5,0.1,13.8,54,62.0,15.0,52.391666666666666,31.75,29.59,43.2,41.29,51.61,40.15,52.96,41.29,High
2023-04-16,30.60833333333333,43.82916666666667,318.1666666666667,4.783333333333333,128.75,23.0,0.0,13.2,44,57.0,14.0,43.412499999999994,30.06,25.53,39.8,35.96,44.95,35.06,47.73,35.96,Moderate
2023-04-17,28.429166666666664,40.7,321.625,5.679166666666667,125.0,22.8,0.0,13.8,40,57.0,14.0,40.14375,30.2,23.19,39.8,34.22,42.78,33.37,45.49,34.22,Moderate
2023-04-18,29.21666666666667,42.00416666666667,289.0,4.366666666666666,134.625,23.2,0.0,15.8,40,57.0,14.0,41.325,30.27,19.65,39.8,34.0,42.5,32.91,46.8,34.0,Moderate
2023-04-19,28.758333333333336,41.47916666666666,284.2916666666667,4.275,130.83333333333334,23.4,0.0,14.5,37,57.0,14.0,40.6375,29.49,20.05,39.8,33.61,42.01,32.58,46.01,33.61,Moderate
2023-04-20,31.754166666666663,46.333333333333336,288.1666666666667,4.858333333333333,120.16666666666669,22.2,0.0,20.4,42,57.0,14.0,45.131249999999994,28.24,15.54,39.8,34.19,42.74,32.71,44.9,34.19,Moderate
2023-04-21,25.725,38.3375,245.25,4.508333333333334,108.75,19.7,0.3,15.1,52,57.0,14.0,36.087500000000006,25.41,30.51,39.8,32.86,41.08,32.58,42.83,32.86,Moderate
2023-04-22,24.59583333333333,36.075,241.16666666666663,3.7458333333333336,121.08333333333331,19.9,0.0,12.8,45,57.0,14.0,34.39375,26.79,30.7,39.8,32.56,40.7,32.38,44.33,32.56,Moderate
